"","iid","id","gender","idg","condtn","wave","round","position","order","partner","pid","match","int_corr","samerace","age_o","race_o","pf_o_att","pf_o_sin","pf_o_int","pf_o_fun","pf_o_amb","pf_o_sha","dec_o","attr_o","sinc_o","intel_o","fun_o","amb_o","shar_o","like_o","prob_o","age","field","field_cd","race","imprace","imprelig","goal","date","go_out","career","career_c","sports","tvsports","exercise","dining","museums","art","hiking","gaming","clubbing","reading","tv","theater","movies","concerts","music","shopping","yoga","exphappy","attr1_1","sinc1_1","intel1_1","fun1_1","amb1_1","shar1_1","attr2_1","sinc2_1","intel2_1","fun2_1","amb2_1","shar2_1","attr3_1","sinc3_1","fun3_1","intel3_1","amb3_1","dec","attr","sinc","intel","fun","amb","shar","like","prob","attr1_2","sinc1_2","intel1_2","fun1_2","amb1_2","shar1_2","attr3_2","sinc3_2","intel3_2","fun3_2","amb3_2","race_explained","race_explained_o","field_explained","imprelig_o","imprace_o","goal_o","date_o","go_out_o","sports_o","tvsports_o","exercise_o","dining_o","museums_o","art_o","hiking_o","gaming_o","clubbing_o","reading_o","tv_o","theater_o","movies_o","concerts_o","music_o","shopping_o","yoga_o","exphappy_o"
"3641",255,4,0,7,2,11,21,13,19,8,280,0,0.13,0,25,2,25,20,30,15,5,5,1,8,7,8,5,6,7,6,2,26,"nutrition",10,4,3,1,1,7,3,"nutrition and dental",4,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,6,16.67,16.67,16.67,16.67,16.67,16.67,50,10,10,10,10,10,6,8,6,7,6,0,6,6,7,6,7,5,6,5,20,20,20,20,20,20,6,6,6,6,6,"Asian","European","Biological Sciences/Chemistry/Physics",1,2,3,6,2,8,1,5,5,6,5,5,4,2,10,2,7,10,7,8,2,2,5
"3642",255,4,0,7,2,11,21,13,17,9,281,0,0.18,0,27,2,20,20,20,15,5,20,0,5,4,4,3,5,2,6,3,26,"nutrition",10,4,3,1,1,7,3,"nutrition and dental",4,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,6,16.67,16.67,16.67,16.67,16.67,16.67,50,10,10,10,10,10,6,8,6,7,6,0,6,6,7,6,7,6,6,6,20,20,20,20,20,20,6,6,6,6,6,"Asian","European","Biological Sciences/Chemistry/Physics",5,2,6,5,5,4,4,2,4,7,5,8,1,2,6,2,6,8,7,5,3,9,2
"3643",255,4,0,7,2,11,21,13,16,10,282,0,0.36,0,23,1,25,15,20,20,10,10,0,6,7,7,5,5,5,5,2,26,"nutrition",10,4,3,1,1,7,3,"nutrition and dental",4,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,6,16.67,16.67,16.67,16.67,16.67,16.67,50,10,10,10,10,10,6,8,6,7,6,0,6,7,7,7,7,6,7,6,20,20,20,20,20,20,6,6,6,6,6,"Asian","Black","Biological Sciences/Chemistry/Physics",1,1,1,4,3,10,10,10,5,4,4,4,7,8,9,5,7,7,7,10,5,1,5
"3644",255,4,0,7,2,11,21,13,15,11,283,0,-0.16,1,27,4,50,10,10,10,10,10,1,9,9,9,9,9,9,9,6,26,"nutrition",10,4,3,1,1,7,3,"nutrition and dental",4,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,6,16.67,16.67,16.67,16.67,16.67,16.67,50,10,10,10,10,10,6,8,6,7,6,0,6,7,7,6,7,6,6,6,20,20,20,20,20,20,6,6,6,6,6,"Asian","Asian","Biological Sciences/Chemistry/Physics",1,1,1,4,2,9,6,6,6,4,4,8,6,6,8,1,5,3,3,7,2,7,5
"3645",255,4,0,7,2,11,21,13,18,12,284,0,0.31,0,27,2,25,20,25,20,10,0,1,7,7,6.66666666666667,8,6.57142857142857,6.57142857142857,8,5,26,"nutrition",10,4,3,1,1,7,3,"nutrition and dental",4,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,6,16.67,16.67,16.67,16.67,16.67,16.67,50,10,10,10,10,10,6,8,6,7,6,0,6,7,7,6,7,6,6,6,20,20,20,20,20,20,6,6,6,6,6,"Asian","European","Biological Sciences/Chemistry/Physics",5,1,1,5,2,9,2,5,7,7,9,8,1,5,9,5,5,9,8,9,8,5,7
"3646",255,4,0,7,2,11,21,13,10,13,285,0,-0.25,0,24,6,20,20,25,25,5,5,1,3,3,3,3,3,3,3,3,26,"nutrition",10,4,3,1,1,7,3,"nutrition and dental",4,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,6,16.67,16.67,16.67,16.67,16.67,16.67,50,10,10,10,10,10,6,8,6,7,6,0,5,5,5,5,5,5,5,5,20,20,20,20,20,20,6,6,6,6,6,"Asian","Other","Biological Sciences/Chemistry/Physics",1,1,4,6,6,5,7,6,10,9,10,9,14,5,9,7,3,10,10,10,10,10,10
"3647",255,4,0,7,2,11,21,13,21,14,286,0,-0.5,0,22,2,10,15,25,15,15,20,0,7,7.33333333333333,7,6.66666666666667,8,7,4,4,26,"nutrition",10,4,3,1,1,7,3,"nutrition and dental",4,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,6,16.67,16.67,16.67,16.67,16.67,16.67,50,10,10,10,10,10,6,8,6,7,6,0,5,6,7,5,7,5,5,5,20,20,20,20,20,20,6,6,6,6,6,"Asian","European","Biological Sciences/Chemistry/Physics",7,4,1,6,3,7,3,4,3,8,7,9,9,4,8,6,8,7,8,6,3,8,7
"3648",255,4,0,7,2,11,21,13,1,15,287,0,-0.02,1,22,4,35,40,5,5,7,8,1,7,7,5,5,6,9,7,6,26,"nutrition",10,4,3,1,1,7,3,"nutrition and dental",4,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,6,16.67,16.67,16.67,16.67,16.67,16.67,50,10,10,10,10,10,6,8,6,7,6,0,5,5,5,5,5,5,5,5,20,20,20,20,20,20,6,6,6,6,6,"Asian","Asian","Biological Sciences/Chemistry/Physics",1,1,1,7,3,2,1,5,7,2,2,9,6,4,10,8,8,10,8,8,8,8,8
"3649",255,4,0,7,2,11,21,13,2,16,288,0,-0.02,0,27,2,20,20,15,25,10,10,0,5,7,3,4,5,5,5,5,26,"nutrition",10,4,3,1,1,7,3,"nutrition and dental",4,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,6,16.67,16.67,16.67,16.67,16.67,16.67,50,10,10,10,10,10,6,8,6,7,6,0,6,6,6,6,6,6,6,6,20,20,20,20,20,20,6,6,6,6,6,"Asian","European","Biological Sciences/Chemistry/Physics",5,3,1,6,3,9,5,3,8,5,5,6,4,4,9,2,6,7,5,7,2,2,5
"3650",255,4,0,7,2,11,21,13,3,17,289,0,-0.3,1,28,4,20,30,10,20,0,20,0,7,4,7,4,7,3,4,3,26,"nutrition",10,4,3,1,1,7,3,"nutrition and dental",4,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,6,16.67,16.67,16.67,16.67,16.67,16.67,50,10,10,10,10,10,6,8,6,7,6,0,6,7,7,7,6,5,6,5,20,20,20,20,20,20,6,6,6,6,6,"Asian","Asian","Biological Sciences/Chemistry/Physics",2,1,1,4,1,10,6,1,7,3,6,10,5,3,10,6,5,7,6,8,2,1,7
"3651",255,4,0,7,2,11,21,13,11,18,290,0,0.38,0,34,2,30,10,30,10,5,15,0,3,6,6,4,4,5,4,4,26,"nutrition",10,4,3,1,1,7,3,"nutrition and dental",4,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,6,16.67,16.67,16.67,16.67,16.67,16.67,50,10,10,10,10,10,6,8,6,7,6,0,6,6,6,6,6,6,6,6,20,20,20,20,20,20,6,6,6,6,6,"Asian","European","Biological Sciences/Chemistry/Physics",6,2,2,5,2,7,1,8,7,7,4,3,2,1,10,1,3,5,9,10,2,5,5
"3652",255,4,0,7,2,11,21,13,4,19,291,0,0.22,1,27,4,20,20,15,15,12,18,1,5,9,8,7,7,6,6,6,26,"nutrition",10,4,3,1,1,7,3,"nutrition and dental",4,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,6,16.67,16.67,16.67,16.67,16.67,16.67,50,10,10,10,10,10,6,8,6,7,6,0,7,7,7,7,7,6,7,5,20,20,20,20,20,20,6,6,6,6,6,"Asian","Asian","Biological Sciences/Chemistry/Physics",5,5,1,3,2,9,7,7,7,7,7,5,6,5,7,5,6,7,5,8,5,5,6
"3653",255,4,0,7,2,11,21,13,14,20,292,0,-0.24,0,28,1,20,18,20,17,10,15,0,5,10,8,4,6,4,5,4,26,"nutrition",10,4,3,1,1,7,3,"nutrition and dental",4,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,6,16.67,16.67,16.67,16.67,16.67,16.67,50,10,10,10,10,10,6,8,6,7,6,0,6,7,7,6,6,6,7,6,20,20,20,20,20,20,6,6,6,6,6,"Asian","Black","Biological Sciences/Chemistry/Physics",1,7,1,2,1,10,5,8,8,7,5,10,7,9,7,4,7,9,5,10,1,1,6
"3654",255,4,0,7,2,11,21,13,9,21,293,0,0.33,0,28,3,23,18,21,18,10,10,0,5,7,6,5,5,4,5,4,26,"nutrition",10,4,3,1,1,7,3,"nutrition and dental",4,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,6,16.67,16.67,16.67,16.67,16.67,16.67,50,10,10,10,10,10,6,8,6,7,6,0,6,6,6,6,6,6,6,6,20,20,20,20,20,20,6,6,6,6,6,"Asian","Latino","Biological Sciences/Chemistry/Physics",7,3,2,5,2,6,9,7,10,8,7,6,6,8,9,6,9,9,8,8,6,4,6
"3655",256,5,0,9,2,11,21,7,20,1,273,0,0.55,0,29,2,30,25,18,18,4,5,0,7,6,8,5,5,8,7,1,24,"Medicine",4,4,6,5,2,6,4,"Physician",4,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3,6,15,25,20,20,10,10,30,10,20,25,5,10,6,9,6,8,6,0,7,7,6,5,5,5,6,8,20,20,20,20,10,10,7,8,8,7,7,"Asian","European","Medical Science/Pharmaceuticals/Bio Tech",4,8,2,5,2,6,1,5,7,7,4,8,1,3,2,5,7,8,8,8,3,2,5
"3656",256,5,0,9,2,11,21,7,1,2,274,0,0.66,0,24,3,30,10,20,20,10,10,0,4,8,8,5,9,0,6,7,24,"Medicine",4,4,6,5,2,6,4,"Physician",4,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3,6,15,25,20,20,10,10,30,10,20,25,5,10,6,9,6,8,6,0,6,7,6,5,6,4,6,7,20,20,20,20,10,10,7,8,8,7,7,"Asian","Latino","Medical Science/Pharmaceuticals/Bio Tech",3,3,3,4,2,3,3,4,7,6,5,4,5,1,10,7,6,8,9,10,8,7,6
"3657",256,5,0,9,2,11,21,7,14,3,275,0,0.05,0,21,2,25,10,25,5,10,25,1,6,5,7,6,5,6,6,6,24,"Medicine",4,4,6,5,2,6,4,"Physician",4,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3,6,15,25,20,20,10,10,30,10,20,25,5,10,6,9,6,8,6,0,6,6,7,4,6,5,6,5,20,20,20,20,10,10,7,8,8,7,7,"Asian","European","Medical Science/Pharmaceuticals/Bio Tech",1,1,2,4,3,9,1,10,6,7,7,4,6,5,10,1,9,7,7,9,5,9,6
"3658",256,5,0,9,2,11,21,7,6,4,276,0,-0.06,0,26,2,24,16,28,14,8,10,1,7,8,9,7,8,8,8,7,24,"Medicine",4,4,6,5,2,6,4,"Physician",4,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3,6,15,25,20,20,10,10,30,10,20,25,5,10,6,9,6,8,6,0,6,5,6,7,6,5,6,7,20,20,20,20,10,10,7,8,8,7,7,"Asian","European","Medical Science/Pharmaceuticals/Bio Tech",3,7,2,4,1,6,2,8,9,8,9,2,3,6,9,1,4,7,6,7,2,2,4
"3659",256,5,0,9,2,11,21,7,7,5,277,0,-0.39,0,25,2,60,20,0,20,0,0,0,7,7,7,7,6.61904761904762,0,7,2,24,"Medicine",4,4,6,5,2,6,4,"Physician",4,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3,6,15,25,20,20,10,10,30,10,20,25,5,10,6,9,6,8,6,0,6,6,6,6,7,4,5,6,20,20,20,20,10,10,7,8,8,7,7,"Asian","European","Medical Science/Pharmaceuticals/Bio Tech",1,1,1,7,5,10,6,10,5,8,8,10,5,3,8,2,7,8,6,6,1,2,5
"3660",256,5,0,9,2,11,21,7,21,6,278,0,0.3,0,32,2,25,15,20,25,10,5,1,8,7,8,7,8,3,7,5,24,"Medicine",4,4,6,5,2,6,4,"Physician",4,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3,6,15,25,20,20,10,10,30,10,20,25,5,10,6,9,6,8,6,0,4,7,7,4,6,6,6,6,20,20,20,20,10,10,7,8,8,7,7,"Asian","European","Medical Science/Pharmaceuticals/Bio Tech",1,1,1,3,1,8,1,5,9,9,9,9,5,8,9,5,7,9,9,9,5,1,8
"3661",256,5,0,9,2,11,21,7,2,7,279,1,-0.06,0,25,2,27,15,28,10,10,10,1,7,7,8,6,9,6,6,6,24,"Medicine",4,4,6,5,2,6,4,"Physician",4,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3,6,15,25,20,20,10,10,30,10,20,25,5,10,6,9,6,8,6,1,8,7,7,6,7,7,8,7,20,20,20,20,10,10,7,8,8,7,7,"Asian","European","Medical Science/Pharmaceuticals/Bio Tech",1,7,3,4,2,7,1,6,5,2,3,5,3,4,9,6,3,8,1,2,1,1,7
"3662",256,5,0,9,2,11,21,7,13,8,280,0,0.17,0,25,2,25,20,30,15,5,5,1,7,8,8,7,7,6,7,3,24,"Medicine",4,4,6,5,2,6,4,"Physician",4,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3,6,15,25,20,20,10,10,30,10,20,25,5,10,6,9,6,8,6,0,6,7,7,6,5,7,6,7,20,20,20,20,10,10,7,8,8,7,7,"Asian","European","Medical Science/Pharmaceuticals/Bio Tech",1,2,3,6,2,8,1,5,5,6,5,5,4,2,10,2,7,10,7,8,2,2,5
"3663",256,5,0,9,2,11,21,7,11,9,281,0,0.16,0,27,2,20,20,20,15,5,20,0,7,5,7,3,10,2,3,2,24,"Medicine",4,4,6,5,2,6,4,"Physician",4,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3,6,15,25,20,20,10,10,30,10,20,25,5,10,6,9,6,8,6,0,6,5,7,5,6,5,6,6,20,20,20,20,10,10,7,8,8,7,7,"Asian","European","Medical Science/Pharmaceuticals/Bio Tech",5,2,6,5,5,4,4,2,4,7,5,8,1,2,6,2,6,8,7,5,3,9,2
"3664",256,5,0,9,2,11,21,7,10,10,282,1,-0.32,0,23,1,25,15,20,20,10,10,1,8,7,7,7,7,7,7,7,24,"Medicine",4,4,6,5,2,6,4,"Physician",4,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3,6,15,25,20,20,10,10,30,10,20,25,5,10,6,9,6,8,6,1,6,8,6,7,6,5,7,7,20,20,20,20,10,10,7,8,8,7,7,"Asian","Black","Medical Science/Pharmaceuticals/Bio Tech",1,1,1,4,3,10,10,10,5,4,4,4,7,8,9,5,7,7,7,10,5,1,5
"3665",256,5,0,9,2,11,21,7,9,11,283,0,-0.58,1,27,4,50,10,10,10,10,10,1,9,9,9,9,9,9,6,6,24,"Medicine",4,4,6,5,2,6,4,"Physician",4,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3,6,15,25,20,20,10,10,30,10,20,25,5,10,6,9,6,8,6,0,5,7,6,4,5,4,5,8,20,20,20,20,10,10,7,8,8,7,7,"Asian","Asian","Medical Science/Pharmaceuticals/Bio Tech",1,1,1,4,2,9,6,6,6,4,4,8,6,6,8,1,5,3,3,7,2,7,5
"3666",256,5,0,9,2,11,21,7,12,12,284,0,0.45,0,27,2,25,20,25,20,10,0,1,7,6,6.66666666666667,6,6,7,8,4,24,"Medicine",4,4,6,5,2,6,4,"Physician",4,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3,6,15,25,20,20,10,10,30,10,20,25,5,10,6,9,6,8,6,0,7,7,7,7,7,6,6,7,20,20,20,20,10,10,7,8,8,7,7,"Asian","European","Medical Science/Pharmaceuticals/Bio Tech",5,1,1,5,2,9,2,5,7,7,9,8,1,5,9,5,5,9,8,9,8,5,7
"3667",256,5,0,9,2,11,21,7,4,13,285,0,0.25,0,24,6,20,20,25,25,5,5,1,6,6,6,6,6,6,6,6,24,"Medicine",4,4,6,5,2,6,4,"Physician",4,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3,6,15,25,20,20,10,10,30,10,20,25,5,10,6,9,6,8,6,0,7,8,7,6,7,6,6,7,20,20,20,20,10,10,7,8,8,7,7,"Asian","Other","Medical Science/Pharmaceuticals/Bio Tech",1,1,4,6,6,5,7,6,10,9,10,9,14,5,9,7,3,10,10,10,10,10,10
"3668",256,5,0,9,2,11,21,7,15,14,286,0,-0.06,0,22,2,10,15,25,15,15,20,1,6,7.33333333333333,7,7,5.85714285714286,8,5,3,24,"Medicine",4,4,6,5,2,6,4,"Physician",4,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3,6,15,25,20,20,10,10,30,10,20,25,5,10,6,9,6,8,6,0,4,6,7,6,5,5,5,5,20,20,20,20,10,10,7,8,8,7,7,"Asian","European","Medical Science/Pharmaceuticals/Bio Tech",7,4,1,6,3,7,3,4,3,8,7,9,9,4,8,6,8,7,8,6,3,8,7
"3669",256,5,0,9,2,11,21,7,16,15,287,0,0.64,1,22,4,35,40,5,5,7,8,1,6,7,6,6,5,5,6,6,24,"Medicine",4,4,6,5,2,6,4,"Physician",4,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3,6,15,25,20,20,10,10,30,10,20,25,5,10,6,9,6,8,6,0,7,4,5,3,5,4,3,2,20,20,20,20,10,10,7,8,8,7,7,"Asian","Asian","Medical Science/Pharmaceuticals/Bio Tech",1,1,1,7,3,2,1,5,7,2,2,9,6,4,10,8,8,10,8,8,8,8,8
"3670",256,5,0,9,2,11,21,7,17,16,288,0,-0.22,0,27,2,20,20,15,25,10,10,1,6,6,6,6,5,5,6,3,24,"Medicine",4,4,6,5,2,6,4,"Physician",4,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3,6,15,25,20,20,10,10,30,10,20,25,5,10,6,9,6,8,6,0,6,7,7,6,5,5,6,6,20,20,20,20,10,10,7,8,8,7,7,"Asian","European","Medical Science/Pharmaceuticals/Bio Tech",5,3,1,6,3,9,5,3,8,5,5,6,4,4,9,2,6,7,5,7,2,2,5
"3671",256,5,0,9,2,11,21,7,18,17,289,1,-0.13,1,28,4,20,30,10,20,0,20,1,6,8,8,8,7,7,7,6,24,"Medicine",4,4,6,5,2,6,4,"Physician",4,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3,6,15,25,20,20,10,10,30,10,20,25,5,10,6,9,6,8,6,1,7,7,6,7,5,3,7,8,20,20,20,20,10,10,7,8,8,7,7,"Asian","Asian","Medical Science/Pharmaceuticals/Bio Tech",2,1,1,4,1,10,6,1,7,3,6,10,5,3,10,6,5,7,6,8,2,1,7
"3672",256,5,0,9,2,11,21,7,5,18,290,0,0.2,0,34,2,30,10,30,10,5,15,1,7,8,8,7,6,8,7,5,24,"Medicine",4,4,6,5,2,6,4,"Physician",4,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3,6,15,25,20,20,10,10,30,10,20,25,5,10,6,9,6,8,6,0,7,6,6,6,5,7,7,6,20,20,20,20,10,10,7,8,8,7,7,"Asian","European","Medical Science/Pharmaceuticals/Bio Tech",6,2,2,5,2,7,1,8,7,7,4,3,2,1,10,1,3,5,9,10,2,5,5
"3673",256,5,0,9,2,11,21,7,19,19,291,0,-0.3,1,27,4,20,20,15,15,12,18,1,5,8,8,7,6,6,6,7,24,"Medicine",4,4,6,5,2,6,4,"Physician",4,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3,6,15,25,20,20,10,10,30,10,20,25,5,10,6,9,6,8,6,0,5,6,7,4,6,6,5,5,20,20,20,20,10,10,7,8,8,7,7,"Asian","Asian","Medical Science/Pharmaceuticals/Bio Tech",5,5,1,3,2,9,7,7,7,7,7,5,6,5,7,5,6,7,5,8,5,5,6
"3674",256,5,0,9,2,11,21,7,8,20,292,0,-0.23,0,28,1,20,18,20,17,10,15,1,6,10,7,5,6,4,6,5,24,"Medicine",4,4,6,5,2,6,4,"Physician",4,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3,6,15,25,20,20,10,10,30,10,20,25,5,10,6,9,6,8,6,0,7,7,7,7,6,5,7,7,20,20,20,20,10,10,7,8,8,7,7,"Asian","Black","Medical Science/Pharmaceuticals/Bio Tech",1,7,1,2,1,10,5,8,8,7,5,10,7,9,7,4,7,9,5,10,1,1,6
"3675",256,5,0,9,2,11,21,7,3,21,293,0,-0.11,0,28,3,23,18,21,18,10,10,0,6,8,9,6,7,4,6,5,24,"Medicine",4,4,6,5,2,6,4,"Physician",4,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3,6,15,25,20,20,10,10,30,10,20,25,5,10,6,9,6,8,6,0,5,6,7,4,7,5,5,4,20,20,20,20,10,10,7,8,8,7,7,"Asian","Latino","Medical Science/Pharmaceuticals/Bio Tech",7,3,2,5,2,6,9,7,10,8,7,6,6,8,9,6,9,9,8,8,6,4,6
"3676",257,6,0,11,2,11,21,11,3,1,273,0,0.64,1,29,2,30,25,18,18,4,5,0,7,6,7,5,8,1,6,1,24,"Art Education",9,2,5,6,2,5,1,"Art educator and Artist",2,7,1,6,9,10,10,10,3,4,10,2,5,10,10,10,4,10,3,22,14,30,10,14,10,50,10,10,10,10,10,7,9,7,9,10,0,5,7,8,6,8,0,3,0,30,10,30,10,10,10,7,8,8,7,10,"European","European","Education, Academia",4,8,2,5,2,6,1,5,7,7,4,8,1,3,2,5,7,8,8,8,3,2,5
"3677",257,6,0,11,2,11,21,11,5,2,274,0,0.46,0,24,3,30,10,20,20,10,10,0,6,8,8,8,8,8,7,6,24,"Art Education",9,2,5,6,2,5,1,"Art educator and Artist",2,7,1,6,9,10,10,10,3,4,10,2,5,10,10,10,4,10,3,22,14,30,10,14,10,50,10,10,10,10,10,7,9,7,9,10,0,5,7,7,7,7,2,3,2,30,10,30,10,10,10,7,8,8,7,10,"European","Latino","Education, Academia",3,3,3,4,2,3,3,4,7,6,5,4,5,1,10,7,6,8,9,10,8,7,6
"3678",257,6,0,11,2,11,21,11,18,3,275,0,0.56,1,21,2,25,10,25,5,10,25,1,6,6,7,5,6,7,6,7,24,"Art Education",9,2,5,6,2,5,1,"Art educator and Artist",2,7,1,6,9,10,10,10,3,4,10,2,5,10,10,10,4,10,3,22,14,30,10,14,10,50,10,10,10,10,10,7,9,7,9,10,0,5,5,6,6,6,6,4,3,30,10,30,10,10,10,7,8,8,7,10,"European","European","Education, Academia",1,1,2,4,3,9,1,10,6,7,7,4,6,5,10,1,9,7,7,9,5,9,6
"3679",257,6,0,11,2,11,21,11,10,4,276,0,0.7,1,26,2,24,16,28,14,8,10,0,6,5,4,5,3,6,5,4,24,"Art Education",9,2,5,6,2,5,1,"Art educator and Artist",2,7,1,6,9,10,10,10,3,4,10,2,5,10,10,10,4,10,3,22,14,30,10,14,10,50,10,10,10,10,10,7,9,7,9,10,0,3,5,6,6,6,2,6,2,30,10,30,10,10,10,7,8,8,7,10,"European","European","Education, Academia",3,7,2,4,1,6,2,8,9,8,9,2,3,6,9,1,4,7,6,7,2,2,4
"3680",257,6,0,11,2,11,21,11,11,5,277,0,0.55,1,25,2,60,20,0,20,0,0,0,7,6,6,6,6.61904761904762,8,7,2,24,"Art Education",9,2,5,6,2,5,1,"Art educator and Artist",2,7,1,6,9,10,10,10,3,4,10,2,5,10,10,10,4,10,3,22,14,30,10,14,10,50,10,10,10,10,10,7,9,7,9,10,0,5,6,6,6,6,7,6,3,30,10,30,10,10,10,7,8,8,7,10,"European","European","Education, Academia",1,1,1,7,5,10,6,10,5,8,8,10,5,3,8,2,7,8,6,6,1,2,5
"3681",257,6,0,11,2,11,21,11,4,6,278,0,0.88,1,32,2,25,15,20,25,10,5,0,5,5,5,5,5,4.38095238095238,5,4,24,"Art Education",9,2,5,6,2,5,1,"Art educator and Artist",2,7,1,6,9,10,10,10,3,4,10,2,5,10,10,10,4,10,3,22,14,30,10,14,10,50,10,10,10,10,10,7,9,7,9,10,0,2,7,8,5,8,0,3,0,30,10,30,10,10,10,7,8,8,7,10,"European","European","Education, Academia",1,1,1,3,1,8,1,5,9,9,9,9,5,8,9,5,7,9,9,9,5,1,8
"3682",257,6,0,11,2,11,21,11,6,7,279,0,0.23,1,25,2,27,15,28,10,10,10,0,8,8,7,7,5,4,4,4,24,"Art Education",9,2,5,6,2,5,1,"Art educator and Artist",2,7,1,6,9,10,10,10,3,4,10,2,5,10,10,10,4,10,3,22,14,30,10,14,10,50,10,10,10,10,10,7,9,7,9,10,0,6,6,7,7,7,8,6,4,30,10,30,10,10,10,7,8,8,7,10,"European","European","Education, Academia",1,7,3,4,2,7,1,6,5,2,3,5,3,4,9,6,3,8,1,2,1,1,7
"3683",257,6,0,11,2,11,21,11,17,8,280,0,0.75,1,25,2,25,20,30,15,5,5,0,6,6,6,6,5,7,5,2,24,"Art Education",9,2,5,6,2,5,1,"Art educator and Artist",2,7,1,6,9,10,10,10,3,4,10,2,5,10,10,10,4,10,3,22,14,30,10,14,10,50,10,10,10,10,10,7,9,7,9,10,0,3,4,6,5,5,6,3,2,30,10,30,10,10,10,7,8,8,7,10,"European","European","Education, Academia",1,2,3,6,2,8,1,5,5,6,5,5,4,2,10,2,7,10,7,8,2,2,5
"3684",257,6,0,11,2,11,21,11,15,9,281,0,0.74,1,27,2,20,20,20,15,5,20,1,6,7,5,5,6,7,8,6,24,"Art Education",9,2,5,6,2,5,1,"Art educator and Artist",2,7,1,6,9,10,10,10,3,4,10,2,5,10,10,10,4,10,3,22,14,30,10,14,10,50,10,10,10,10,10,7,9,7,9,10,0,3,5,6,4,6,7,3,2,30,10,30,10,10,10,7,8,8,7,10,"European","European","Education, Academia",5,2,6,5,5,4,4,2,4,7,5,8,1,2,6,2,6,8,7,5,3,9,2
"3685",257,6,0,11,2,11,21,11,14,10,282,0,-0.21,0,23,1,25,15,20,20,10,10,1,8,8,8,8,8,7,7,6,24,"Art Education",9,2,5,6,2,5,1,"Art educator and Artist",2,7,1,6,9,10,10,10,3,4,10,2,5,10,10,10,4,10,3,22,14,30,10,14,10,50,10,10,10,10,10,7,9,7,9,10,0,7,7,7,7,7,6,6,5,30,10,30,10,10,10,7,8,8,7,10,"European","Black","Education, Academia",1,1,1,4,3,10,10,10,5,4,4,4,7,8,9,5,7,7,7,10,5,1,5
"3686",257,6,0,11,2,11,21,11,13,11,283,0,0.21,0,27,4,50,10,10,10,10,10,1,10,10,10,10,10,10,9,6,24,"Art Education",9,2,5,6,2,5,1,"Art educator and Artist",2,7,1,6,9,10,10,10,3,4,10,2,5,10,10,10,4,10,3,22,14,30,10,14,10,50,10,10,10,10,10,7,9,7,9,10,0,4,7,9,6,9,6,6,5,30,10,30,10,10,10,7,8,8,7,10,"European","Asian","Education, Academia",1,1,1,4,2,9,6,6,6,4,4,8,6,6,8,1,5,3,3,7,2,7,5
