"","iid","gender","match","samerace","age_o","pf_o_att","pf_o_sin","pf_o_int","pf_o_fun","pf_o_amb","pf_o_sha","attr_o","sinc_o","intel_o","fun_o","amb_o","shar_o","prob_o","age","undergra","mn_sat","tuition","imprace","imprelig","goal","date","go_out","sports","tvsports","exercise","dining","museums","art","hiking","gaming","clubbing","reading","tv","theater","movies","concerts","music","shopping","yoga","exphappy","attr1_1","sinc1_1","intel1_1","fun1_1","amb1_1","shar1_1","attr2_1","sinc2_1","intel2_1","fun2_1","amb2_1","shar2_1","attr3_1","sinc3_1","fun3_1","intel3_1","amb3_1","attr","sinc","intel","fun","amb","shar","prob","attr1_2","sinc1_2","intel1_2","fun1_2","amb1_2","shar1_2","attr3_2","sinc3_2","intel3_2","fun3_2","amb3_2","imprelig_o","imprace_o","goal_o","date_o","go_out_o","sports_o","tvsports_o","exercise_o","dining_o","museums_o","art_o","hiking_o","gaming_o","clubbing_o","reading_o","tv_o","theater_o","movies_o","concerts_o","music_o","shopping_o","yoga_o","exphappy_o"
"4265",285,1,1,0,33,25,30,10,10,5,20,6,8,8,6,7,6,7,24,"tech school","","",1,1,4,6,6,5,7,6,10,9,10,9,14,5,9,7,3,10,10,10,10,10,10,20,20,25,25,5,5,20,20,25,25,5,5,8,10,10,10,8,5,5,5,4,4,4,8,30,10,20,20,10,10,9,9,9,9,9,1,1,2,6,6,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,7
"4266",285,1,0,0,22,25,7,25,25,8,10,3,5,5,3,5,2,3,24,"tech school","","",1,1,4,6,6,5,7,6,10,9,10,9,14,5,9,7,3,10,10,10,10,10,10,20,20,25,25,5,5,20,20,25,25,5,5,8,10,10,10,8,8,8,8,8,8,8,8,30,10,20,20,10,10,9,9,9,9,9,3,8,2,6,2,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8,6
"4267",285,1,0,0,26,16.67,16.67,16.67,16.67,16.67,16.67,5,5,5,5,5,5,5,24,"tech school","","",1,1,4,6,6,5,7,6,10,9,10,9,14,5,9,7,3,10,10,10,10,10,10,20,20,25,25,5,5,20,20,25,25,5,5,8,10,10,10,8,3,3,3,3,3,3,3,30,10,20,20,10,10,9,9,9,9,9,1,3,1,7,3,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,6
"4268",285,1,0,0,24,15,25,20,20,10,10,7,8,7,6,7,6,7,24,"tech school","","",1,1,4,6,6,5,7,6,10,9,10,9,14,5,9,7,3,10,10,10,10,10,10,20,20,25,25,5,5,20,20,25,25,5,5,8,10,10,10,8,6,6,6,6,6,6,6,30,10,20,20,10,10,9,9,9,9,9,5,6,2,6,4,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3,6
"4269",285,1,0,0,24,22,14,30,10,14,10,5,7,7,7,7,8,2,24,"tech school","","",1,1,4,6,6,5,7,6,10,9,10,9,14,5,9,7,3,10,10,10,10,10,10,20,20,25,25,5,5,20,20,25,25,5,5,8,10,10,10,8,8,8,8,8,8,8,9,30,10,20,20,10,10,9,9,9,9,9,6,5,2,5,1,7,1,6,9,10,10,10,3,4,10,2,5,10,10,10,4,10,3
"4270",285,1,0,1,25,7,35,20,20,5,13,4,10,10,3,3,2,5,24,"tech school","","",1,1,4,6,6,5,7,6,10,9,10,9,14,5,9,7,3,10,10,10,10,10,10,20,20,25,25,5,5,20,20,25,25,5,5,8,10,10,10,8,7,7,7,7,7,7,7,30,10,20,20,10,10,9,9,9,9,9,10,1,1,6,1,9,6,7,7,8,3,10,4,1,10,3,8,5,2,6,6,2,6
"4271",285,1,0,0,25,15,18,19,19,17,12,6,8,8,4,7,4,4,24,"tech school","","",1,1,4,6,6,5,7,6,10,9,10,9,14,5,9,7,3,10,10,10,10,10,10,20,20,25,25,5,5,20,20,25,25,5,5,8,10,10,10,8,9,9,9,9,9,9,9,30,10,20,20,10,10,9,9,9,9,9,2,2,2,7,1,8,3,7,8,7,7,4,2,7,8,6,7,7,5,7,5,6,5
"4272",285,1,1,0,27,19,20,19,14,13,15,6,9,7,7,6,5,4,24,"tech school","","",1,1,4,6,6,5,7,6,10,9,10,9,14,5,9,7,3,10,10,10,10,10,10,20,20,25,25,5,5,20,20,25,25,5,5,8,10,10,10,8,6,6,6,6,6,6,6,30,10,20,20,10,10,9,9,9,9,9,4,4,2,7,3,9,6,7,9,5,5,6,2,3,9,6,7,7,9,9,5,3,6
"4273",285,1,0,0,26,15,20,20,20,15,10,5,7,7,5,6,5,5,24,"tech school","","",1,1,4,6,6,5,7,6,10,9,10,9,14,5,9,7,3,10,10,10,10,10,10,20,20,25,25,5,5,20,20,25,25,5,5,8,10,10,10,8,6,6,6,6,6,6,6,30,10,20,20,10,10,9,9,9,9,9,4,1,1,7,2,6,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6,3
"4274",285,1,0,0,29,10,40,20,20,0,10,6,8,8,8,6,5,4,24,"tech school","","",1,1,4,6,6,5,7,6,10,9,10,9,14,5,9,7,3,10,10,10,10,10,10,20,20,25,25,5,5,20,20,25,25,5,5,8,10,10,10,8,7,7,7,7,7,7,7,30,10,20,20,10,10,9,9,9,9,9,10,1,6,6,3,9,9,8,7,7,3,7,1,3,10,4,1,7,5,8,1,1,1
"4275",285,1,0,0,26,20,20,20,10,20,10,6,10,8,7,8,6,6,24,"tech school","","",1,1,4,6,6,5,7,6,10,9,10,9,14,5,9,7,3,10,10,10,10,10,10,20,20,25,25,5,5,20,20,25,25,5,5,8,10,10,10,8,6,6,6,6,6,6,6,30,10,20,20,10,10,9,9,9,9,9,10,9,1,6,2,1,1,1,5,7,7,7,1,3,9,4,7,7,7,8,9,6,1
"4276",285,1,0,0,26,15,15,25,20,5,20,2,5,6,2,6,7,4,24,"tech school","","",1,1,4,6,6,5,7,6,10,9,10,9,14,5,9,7,3,10,10,10,10,10,10,20,20,25,25,5,5,20,20,25,25,5,5,8,10,10,10,8,7,7,7,7,7,7,7,30,10,20,20,10,10,9,9,9,9,9,3,1,1,6,2,7,1,7,5,7,8,6,1,5,9,7,4,8,2,6,2,1,3
"4277",285,1,0,0,32,15,5,45,10,15,10,5,6,8,2,5,2,2,24,"tech school","","",1,1,4,6,6,5,7,6,10,9,10,9,14,5,9,7,3,10,10,10,10,10,10,20,20,25,25,5,5,20,20,25,25,5,5,8,10,10,10,8,7,7,7,7,7,7,7,30,10,20,20,10,10,9,9,9,9,9,3,3,4,5,2,2,9,8,8,7,8,2,1,2,10,6,7,10,8,9,2,1,3
"4278",285,1,0,0,28,25,20,20,25,0,10,2,6,7,2,6,1,5,24,"tech school","","",1,1,4,6,6,5,7,6,10,9,10,9,14,5,9,7,3,10,10,10,10,10,10,20,20,25,25,5,5,20,20,25,25,5,5,8,10,10,10,8,7.5,7.5,7.5,7.5,7.5,7.5,7.5,30,10,20,20,10,10,9,9,9,9,9,2,2,2,7,3,5,4,5,4,7,8,8,1,6,5,1,4,10,6,7,2,6,4
"4279",285,1,0,0,26,20,30,10,15,10,15,3,6,6,6,5,4,6,24,"tech school","","",1,1,4,6,6,5,7,6,10,9,10,9,14,5,9,7,3,10,10,10,10,10,10,20,20,25,25,5,5,20,20,25,25,5,5,8,10,10,10,8,6,6,6,6,6,6,6,30,10,20,20,10,10,9,9,9,9,9,2,2,1,3,3,4,8,5,9,7,6,4,7,8,3,9,5,9,4,9,10,2,4
"4280",285,1,0,0,24,30,20,20,10,15,5,6,8,8,5,8,6,5,24,"tech school","","",1,1,4,6,6,5,7,6,10,9,10,9,14,5,9,7,3,10,10,10,10,10,10,20,20,25,25,5,5,20,20,25,25,5,5,8,10,10,10,8,8.5,8.5,8.5,8.5,8.5,8.5,8.5,30,10,20,20,10,10,9,9,9,9,9,1,1,5,6,1,8,6,6,5,4,3,6,5,5,8,4,5,5,4,4,4,4,5
"4281",285,1,0,0,24,20,10,30,15,15,10,6,9,8,6,10,5,10,24,"tech school","","",1,1,4,6,6,5,7,6,10,9,10,9,14,5,9,7,3,10,10,10,10,10,10,20,20,25,25,5,5,20,20,25,25,5,5,8,10,10,10,8,8,8,8,8,8,8,8,30,10,20,20,10,10,9,9,9,9,9,5,4,2,6,2,4,1,8,8,8,10,7,3,1,10,3,6,6,6,9,4,2,6
"4282",285,1,0,0,23,16,16,19,17,14,18,4,5,5,4,5,4,4,24,"tech school","","",1,1,4,6,6,5,7,6,10,9,10,9,14,5,9,7,3,10,10,10,10,10,10,20,20,25,25,5,5,20,20,25,25,5,5,8,10,10,10,8,6,6,6,6,6,6,6,30,10,20,20,10,10,9,9,9,9,9,4,2,2,5,1,8,4,6,9,8,7,8,4,6,9,2,7,5,6,7,6,4,5
"4283",285,1,0,0,23,10,15,40,15,10,10,4,6,6,4,5,6,6,24,"tech school","","",1,1,4,6,6,5,7,6,10,9,10,9,14,5,9,7,3,10,10,10,10,10,10,20,20,25,25,5,5,20,20,25,25,5,5,8,10,10,10,8,6,6,6,6,6,6,6,30,10,20,20,10,10,9,9,9,9,9,9,10,2,4,1,8,7,10,9,10,10,5,5,6,7,7,9,9,9,8,9,5,8
"4284",285,1,0,0,25,25,20,25,25,5,0,4,4,7,4,7,4,8,24,"tech school","","",1,1,4,6,6,5,7,6,10,9,10,9,14,5,9,7,3,10,10,10,10,10,10,20,20,25,25,5,5,20,20,25,25,5,5,8,10,10,10,8,8,8,8,8,8,8,8,30,10,20,20,10,10,9,9,9,9,9,10,10,2,4,1,6,7,10,10,9,8,7,6,8,9,9,9,9,9,10,9,8,8
"4285",286,1,0,0,28,0,25,25,25,25,0,4,9,3,2,4,1,4,22,"Queens College","1,100.00","11,360.00",4,7,1,6,3,7,3,4,3,8,7,9,9,4,8,6,8,7,8,6,3,8,7,10,15,25,15,15,20,15,15,20,15,20,15,3,6,6,7,7,9,8,8,7,9,0,3,10,15,20,15,15,25,5,7,7,7,9,1,1,1,6,2,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,10
"4286",286,1,0,0,33,25,30,10,10,5,20,6,7,6,6,7,5,5,22,"Queens College","1,100.00","11,360.00",4,7,1,6,3,7,3,4,3,8,7,9,9,4,8,6,8,7,8,6,3,8,7,10,15,25,15,15,20,15,15,20,15,20,15,3,6,6,7,7,6,7.333333,7.047619,6.666667,5.857143,0,2,10,15,20,15,15,25,5,7,7,7,9,1,1,2,6,6,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,7
"4287",286,1,0,1,22,25,7,25,25,8,10,5,5,7,3,5,3,5,22,"Queens College","1,100.00","11,360.00",4,7,1,6,3,7,3,4,3,8,7,9,9,4,8,6,8,7,8,6,3,8,7,10,15,25,15,15,20,15,15,20,15,20,15,3,6,6,7,7,7,7.333333,9,6.666667,8,6,2,10,15,20,15,15,25,5,7,7,7,9,3,8,2,6,2,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8,6
"4288",286,1,0,0,26,16.67,16.67,16.67,16.67,16.67,16.67,5,6,7,5,7,5,5,22,"Queens College","1,100.00","11,360.00",4,7,1,6,3,7,3,4,3,8,7,9,9,4,8,6,8,7,8,6,3,8,7,10,15,25,15,15,20,15,15,20,15,20,15,3,6,6,7,7,7,7.333333,7,6.666667,8,7,4,10,15,20,15,15,25,5,7,7,7,9,1,3,1,7,3,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,6
"4289",286,1,0,0,24,15,25,20,20,10,10,4,6,7,6,5,5,5,22,"Queens College","1,100.00","11,360.00",4,7,1,6,3,7,3,4,3,8,7,9,9,4,8,6,8,7,8,6,3,8,7,10,15,25,15,15,20,15,15,20,15,20,15,3,6,6,7,7,6,7.333333,7,7,5.857143,8,3,10,15,20,15,15,25,5,7,7,7,9,5,6,2,6,4,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3,6
"4290",286,1,0,1,24,22,14,30,10,14,10,3,5,6,5,7,6,2,22,"Queens College","1,100.00","11,360.00",4,7,1,6,3,7,3,4,3,8,7,9,9,4,8,6,8,7,8,6,3,8,7,10,15,25,15,15,20,15,15,20,15,20,15,3,6,6,7,7,7,7.333333,8,6.666667,5.857143,0,2,10,15,20,15,15,25,5,7,7,7,9,6,5,2,5,1,7,1,6,9,10,10,10,3,4,10,2,5,10,10,10,4,10,3
"4291",286,1,0,0,25,7,35,20,20,5,13,5,4,8,2,3,3,6,22,"Queens College","1,100.00","11,360.00",4,7,1,6,3,7,3,4,3,8,7,9,9,4,8,6,8,7,8,6,3,8,7,10,15,25,15,15,20,15,15,20,15,20,15,3,6,6,7,7,8,7.333333,8,6.666667,5.857143,8,3,10,15,20,15,15,25,5,7,7,7,9,10,1,1,6,1,9,6,7,7,8,3,10,4,1,10,3,8,5,2,6,6,2,6
"4292",286,1,0,1,25,15,18,19,19,17,12,6,8,8,4,8,3,5,22,"Queens College","1,100.00","11,360.00",4,7,1,6,3,7,3,4,3,8,7,9,9,4,8,6,8,7,8,6,3,8,7,10,15,25,15,15,20,15,15,20,15,20,15,3,6,6,7,7,7,7.333333,8,6.666667,7,0,2,10,15,20,15,15,25,5,7,7,7,9,2,2,2,7,1,8,3,7,8,7,7,4,2,7,8,6,7,7,5,7,5,6,5
"4293",286,1,0,0,27,19,20,19,14,13,15,4,8,7,5,5,5,5,22,"Queens College","1,100.00","11,360.00",4,7,1,6,3,7,3,4,3,8,7,9,9,4,8,6,8,7,8,6,3,8,7,10,15,25,15,15,20,15,15,20,15,20,15,3,6,6,7,7,7,7.333333,8,6.666667,5.857143,8,3,10,15,20,15,15,25,5,7,7,7,9,4,4,2,7,3,9,6,7,9,5,5,6,2,3,9,6,7,7,9,9,5,3,6
"4294",286,1,0,0,26,15,20,20,20,15,10,4,5,6,5,5,3,5,22,"Queens College","1,100.00","11,360.00",4,7,1,6,3,7,3,4,3,8,7,9,9,4,8,6,8,7,8,6,3,8,7,10,15,25,15,15,20,15,15,20,15,20,15,3,6,6,7,7,6,7.333333,8,6.666667,5.857143,9,5,10,15,20,15,15,25,5,7,7,7,9,4,1,1,7,2,6,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6,3
"4295",286,1,0,1,29,10,40,20,20,0,10,7,9,8,7,6,5,5,22,"Queens College","1,100.00","11,360.00",4,7,1,6,3,7,3,4,3,8,7,9,9,4,8,6,8,7,8,6,3,8,7,10,15,25,15,15,20,15,15,20,15,20,15,3,6,6,7,7,7,7.333333,9,7,5.857143,0,3,10,15,20,15,15,25,5,7,7,7,9,10,1,6,6,3,9,9,8,7,7,3,7,1,3,10,4,1,7,5,8,1,1,1
"4296",286,1,0,0,26,20,20,20,10,20,10,6,10,10,9,10,5,5,22,"Queens College","1,100.00","11,360.00",4,7,1,6,3,7,3,4,3,8,7,9,9,4,8,6,8,7,8,6,3,8,7,10,15,25,15,15,20,15,15,20,15,20,15,3,6,6,7,7,8,7,8,7,5,8,5,10,15,20,15,15,25,5,7,7,7,9,10,9,1,6,2,1,1,1,5,7,7,7,1,3,9,4,7,7,7,8,9,6,1
"4297",286,1,0,1,26,15,15,25,20,5,20,4,7,7,7,5,5,5,22,"Queens College","1,100.00","11,360.00",4,7,1,6,3,7,3,4,3,8,7,9,9,4,8,6,8,7,8,6,3,8,7,10,15,25,15,15,20,15,15,20,15,20,15,3,6,6,7,7,8,7.333333,8,6.666667,5.857143,0,3,10,15,20,15,15,25,5,7,7,7,9,3,1,1,6,2,7,1,7,5,7,8,6,1,5,9,7,4,8,2,6,2,1,3
"4298",286,1,0,1,32,15,5,45,10,15,10,6,8,8,4,8,6,2,22,"Queens College","1,100.00","11,360.00",4,7,1,6,3,7,3,4,3,8,7,9,9,4,8,6,8,7,8,6,3,8,7,10,15,25,15,15,20,15,15,20,15,20,15,3,6,6,7,7,7,6,9,6.666667,5.857143,4,3,10,15,20,15,15,25,5,7,7,7,9,3,3,4,5,2,2,9,8,8,7,8,2,1,2,10,6,7,10,8,9,2,1,3
"4299",286,1,0,1,28,25,20,20,25,0,10,4,9,5,3,6.047619,5,5,22,"Queens College","1,100.00","11,360.00",4,7,1,6,3,7,3,4,3,8,7,9,9,4,8,6,8,7,8,6,3,8,7,10,15,25,15,15,20,15,15,20,15,20,15,3,6,6,7,7,7,7.333333,8,6.666667,5.857143,9,4,10,15,20,15,15,25,5,7,7,7,9,2,2,2,7,3,5,4,5,4,7,8,8,1,6,5,1,4,10,6,7,2,6,4
"4300",286,1,0,0,26,20,30,10,15,10,15,3,7,7,6,7,4,6,22,"Queens College","1,100.00","11,360.00",4,7,1,6,3,7,3,4,3,8,7,9,9,4,8,6,8,7,8,6,3,8,7,10,15,25,15,15,20,15,15,20,15,20,15,3,6,6,7,7,6,7.333333,7,6.666667,5.857143,0,3,10,15,20,15,15,25,5,7,7,7,9,2,2,1,3,3,4,8,5,9,7,6,4,7,8,3,9,5,9,4,9,10,2,4
"4301",286,1,0,0,24,30,20,20,10,15,5,5,6,6,6,6,4,4,22,"Queens College","1,100.00","11,360.00",4,7,1,6,3,7,3,4,3,8,7,9,9,4,8,6,8,7,8,6,3,8,7,10,15,25,15,15,20,15,15,20,15,20,15,3,6,6,7,7,10,7.333333,8,6.666667,5.857143,0,4,10,15,20,15,15,25,5,7,7,7,9,1,1,5,6,1,8,6,6,5,4,3,6,5,5,8,4,5,5,4,4,4,4,5
"4302",286,1,0,1,24,20,10,30,15,15,10,7,8,9,6,7,4,7,22,"Queens College","1,100.00","11,360.00",4,7,1,6,3,7,3,4,3,8,7,9,9,4,8,6,8,7,8,6,3,8,7,10,15,25,15,15,20,15,15,20,15,20,15,3,6,6,7,7,7,7.333333,7,7,9,0,4,10,15,20,15,15,25,5,7,7,7,9,5,4,2,6,2,4,1,8,8,8,10,7,3,1,10,3,6,6,6,9,4,2,6
"4303",286,1,0,0,23,16,16,19,17,14,18,5,6,6,4,6,5,4,22,"Queens College","1,100.00","11,360.00",4,7,1,6,3,7,3,4,3,8,7,9,9,4,8,6,8,7,8,6,3,8,7,10,15,25,15,15,20,15,15,20,15,20,15,3,6,6,7,7,7,7.333333,9,8,8,0,4,10,15,20,15,15,25,5,7,7,7,9,4,2,2,5,1,8,4,6,9,8,7,8,4,6,9,2,7,5,6,7,6,4,5
"4304",286,1,0,1,23,10,15,40,15,10,10,5,6,6,4,5,4,6,22,"Queens College","1,100.00","11,360.00",4,7,1,6,3,7,3,4,3,8,7,9,9,4,8,6,8,7,8,6,3,8,7,10,15,25,15,15,20,15,15,20,15,20,15,3,6,6,7,7,8,7.333333,8,7,5.857143,0,5,10,15,20,15,15,25,5,7,7,7,9,9,10,2,4,1,8,7,10,9,10,10,5,5,6,7,7,9,9,9,8,9,5,8
"4305",286,1,0,1,25,25,20,25,25,5,0,3,2,8,7,6,5,5,22,"Queens College","1,100.00","11,360.00",4,7,1,6,3,7,3,4,3,8,7,9,9,4,8,6,8,7,8,6,3,8,7,10,15,25,15,15,20,15,15,20,15,20,15,3,6,6,7,7,9,8,9,8,9,0,5,10,15,20,15,15,25,5,7,7,7,9,10,10,2,4,1,6,7,10,10,9,8,7,6,8,9,9,9,9,9,10,9,8,8
"4306",287,1,0,0,28,0,25,25,25,25,0,1,2,3,1,5,8,5,22,"Connecticut College","1,310.00","33,585.00",1,1,1,7,3,2,1,5,7,2,2,9,6,4,10,8,8,10,8,8,8,8,8,35,40,5,5,7,8,18,20,10,25,7,20,7,10,5,7,10,7,7,7,7,6,4.666667,6,25,10,10,25,5,25,8,8,8,8,9,1,1,1,6,2,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,10
"4307",287,1,0,1,33,25,30,10,10,5,20,5,5,6,5,5,6,5,22,"Connecticut College","1,310.00","33,585.00",1,1,1,7,3,2,1,5,7,2,2,9,6,4,10,8,8,10,8,8,8,8,8,35,40,5,5,7,8,18,20,10,25,7,20,7,10,5,7,10,4,7,6,4,4,4.666667,5,25,10,10,25,5,25,8,8,8,8,9,1,1,2,6,6,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,7
"4308",287,1,0,0,22,25,7,25,25,8,10,5,6,6,3,3,3,3,22,"Connecticut College","1,310.00","33,585.00",1,1,1,7,3,2,1,5,7,2,2,9,6,4,10,8,8,10,8,8,8,8,8,35,40,5,5,7,8,18,20,10,25,7,20,7,10,5,7,10,8,8,7,8,7,9,8,25,10,10,25,5,25,8,8,8,8,9,3,8,2,6,2,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8,6
"4309",287,1,0,1,26,16.67,16.67,16.67,16.67,16.67,16.67,5,5,5,5,5,5,5,22,"Connecticut College","1,310.00","33,585.00",1,1,1,7,3,2,1,5,7,2,2,9,6,4,10,8,8,10,8,8,8,8,8,35,40,5,5,7,8,18,20,10,25,7,20,7,10,5,7,10,7,7,5,5,6,9,6,25,10,10,25,5,25,8,8,8,8,9,1,3,1,7,3,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,6
"4310",287,1,0,1,24,15,25,20,20,10,10,7,4,5,3,5,4,2,22,"Connecticut College","1,310.00","33,585.00",1,1,1,7,3,2,1,5,7,2,2,9,6,4,10,8,8,10,8,8,8,8,8,35,40,5,5,7,8,18,20,10,25,7,20,7,10,5,7,10,6,7,6,6,5,5,6,25,10,10,25,5,25,8,8,8,8,9,5,6,2,6,4,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3,6
"4311",287,1,0,0,24,22,14,30,10,14,10,3,4,6,3,7,3,1,22,"Connecticut College","1,310.00","33,585.00",1,1,1,7,3,2,1,5,7,2,2,9,6,4,10,8,8,10,8,8,8,8,8,35,40,5,5,7,8,18,20,10,25,7,20,7,10,5,7,10,8,6,7,6,6,6,6,25,10,10,25,5,25,8,8,8,8,9,6,5,2,5,1,7,1,6,9,10,10,10,3,4,10,2,5,10,10,10,4,10,3
"4312",287,1,0,0,25,7,35,20,20,5,13,4,3,7,3,6,4.095238,4,22,"Connecticut College","1,310.00","33,585.00",1,1,1,7,3,2,1,5,7,2,2,9,6,4,10,8,8,10,8,8,8,8,8,35,40,5,5,7,8,18,20,10,25,7,20,7,10,5,7,10,8,6,5,4,4,4,5,25,10,10,25,5,25,8,8,8,8,9,10,1,1,6,1,9,6,7,7,8,3,10,4,1,10,3,8,5,2,6,6,2,6
"4313",287,1,0,0,25,15,18,19,19,17,12,6,6,7,4,8,2,4,22,"Connecticut College","1,310.00","33,585.00",1,1,1,7,3,2,1,5,7,2,2,9,6,4,10,8,8,10,8,8,8,8,8,35,40,5,5,7,8,18,20,10,25,7,20,7,10,5,7,10,7,6,6,6,6,4,5,25,10,10,25,5,25,8,8,8,8,9,2,2,2,7,1,8,3,7,8,7,7,4,2,7,8,6,7,7,5,7,5,6,5
"4314",287,1,0,1,27,19,20,19,14,13,15,5,6,6,7,10,5,4,22,"Connecticut College","1,310.00","33,585.00",1,1,1,7,3,2,1,5,7,2,2,9,6,4,10,8,8,10,8,8,8,8,8,35,40,5,5,7,8,18,20,10,25,7,20,7,10,5,7,10,7,8,8,6,6,6,6,25,10,10,25,5,25,8,8,8,8,9,4,4,2,7,3,9,6,7,9,5,5,6,2,3,9,6,7,7,9,9,5,3,6
"4315",287,1,0,1,26,15,20,20,20,15,10,6,4,6,5,6,4,4,22,"Connecticut College","1,310.00","33,585.00",1,1,1,7,3,2,1,5,7,2,2,9,6,4,10,8,8,10,8,8,8,8,8,35,40,5,5,7,8,18,20,10,25,7,20,7,10,5,7,10,4,6,5,4,5,7,5,25,10,10,25,5,25,8,8,8,8,9,4,1,1,7,2,6,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6,3
"4316",287,1,0,0,29,10,40,20,20,0,10,6,7,8,6,9,4,3,22,"Connecticut College","1,310.00","33,585.00",1,1,1,7,3,2,1,5,7,2,2,9,6,4,10,8,8,10,8,8,8,8,8,35,40,5,5,7,8,18,20,10,25,7,20,7,10,5,7,10,6,8,6,6,5,6,7,25,10,10,25,5,25,8,8,8,8,9,10,1,6,6,3,9,9,8,7,7,3,7,1,3,10,4,1,7,5,8,1,1,1
"4318",287,1,0,0,26,15,15,25,20,5,20,2,3,6,4,6,5,3,22,"Connecticut College","1,310.00","33,585.00",1,1,1,7,3,2,1,5,7,2,2,9,6,4,10,8,8,10,8,8,8,8,8,35,40,5,5,7,8,18,20,10,25,7,20,7,10,5,7,10,8,8,8,8,7,10,8,25,10,10,25,5,25,8,8,8,8,9,3,1,1,6,2,7,1,7,5,7,8,6,1,5,9,7,4,8,2,6,2,1,3
"4319",287,1,0,0,32,15,5,45,10,15,10,6,8,9,5,6,3,2,22,"Connecticut College","1,310.00","33,585.00",1,1,1,7,3,2,1,5,7,2,2,9,6,4,10,8,8,10,8,8,8,8,8,35,40,5,5,7,8,18,20,10,25,7,20,7,10,5,7,10,5,9,7,5,5,6,7,25,10,10,25,5,25,8,8,8,8,9,3,3,4,5,2,2,9,8,8,7,8,2,1,2,10,6,7,10,8,9,2,1,3
"4320",287,1,0,0,28,25,20,20,25,0,10,2,2,7,0,4,0,5,22,"Connecticut College","1,310.00","33,585.00",1,1,1,7,3,2,1,5,7,2,2,9,6,4,10,8,8,10,8,8,8,8,8,35,40,5,5,7,8,18,20,10,25,7,20,7,10,5,7,10,7,7,7,7,6,4.666667,6,25,10,10,25,5,25,8,8,8,8,9,2,2,2,7,3,5,4,5,4,7,8,8,1,6,5,1,4,10,6,7,2,6,4
"4321",287,1,0,1,26,20,30,10,15,10,15,3,7,7,4,6,5,3,22,"Connecticut College","1,310.00","33,585.00",1,1,1,7,3,2,1,5,7,2,2,9,6,4,10,8,8,10,8,8,8,8,8,35,40,5,5,7,8,18,20,10,25,7,20,7,10,5,7,10,9,9,9,9,6,10,8,25,10,10,25,5,25,8,8,8,8,9,2,2,1,3,3,4,8,5,9,7,6,4,7,8,3,9,5,9,4,9,10,2,4
"4323",287,1,0,0,24,20,10,30,15,15,10,6,8,8,8,9,2,6,22,"Connecticut College","1,310.00","33,585.00",1,1,1,7,3,2,1,5,7,2,2,9,6,4,10,8,8,10,8,8,8,8,8,35,40,5,5,7,8,18,20,10,25,7,20,7,10,5,7,10,8,8,8,8,8,7,7,25,10,10,25,5,25,8,8,8,8,9,5,4,2,6,2,4,1,8,8,8,10,7,3,1,10,3,6,6,6,9,4,2,6
"4324",287,1,0,1,23,16,16,19,17,14,18,4,6,5,5,6,4,4,22,"Connecticut College","1,310.00","33,585.00",1,1,1,7,3,2,1,5,7,2,2,9,6,4,10,8,8,10,8,8,8,8,8,35,40,5,5,7,8,18,20,10,25,7,20,7,10,5,7,10,7,7,7,7,5,6,5,25,10,10,25,5,25,8,8,8,8,9,4,2,2,5,1,8,4,6,9,8,7,8,4,6,9,2,7,5,6,7,6,4,5
"4325",287,1,0,0,23,10,15,40,15,10,10,4,4,4,4,4,4,4,22,"Connecticut College","1,310.00","33,585.00",1,1,1,7,3,2,1,5,7,2,2,9,6,4,10,8,8,10,8,8,8,8,8,35,40,5,5,7,8,18,20,10,25,7,20,7,10,5,7,10,9,6,8,9,6,7,7,25,10,10,25,5,25,8,8,8,8,9,9,10,2,4,1,8,7,10,9,10,10,5,5,6,7,7,9,9,9,8,9,5,8
"4326",287,1,0,0,25,25,20,25,25,5,0,2,2,6,5,4,4,4,22,"Connecticut College","1,310.00","33,585.00",1,1,1,7,3,2,1,5,7,2,2,9,6,4,10,8,8,10,8,8,8,8,8,35,40,5,5,7,8,18,20,10,25,7,20,7,10,5,7,10,10,7,9,8,7,6,6,25,10,10,25,5,25,8,8,8,8,9,10,10,2,4,1,6,7,10,10,9,8,7,6,8,9,9,9,9,9,10,9,8,8
